text,label
"Hi James, I am writing to confirm the details of the conference call on Friday at 10:30 AM. The dial-in number will be shared separately.",ham
BULK DISCOUNT OFFER: Buy cheap medications online without prescription. Special discount available for bulk orders. No doctor needed. Order now!,spam
You have won a $6958 gift card! To claim your exclusive reward click the link below before it expires in 24 hours. Do not miss this deal!,spam
"Hello Jennifer, your subscription has been renewed successfully. Next billing date: April 5. Contact support if you have any questions.",ham
IT Security Notification: Your Microsoft account will be permanently closed unless you verify your login details within 48 hours. Click here to sign in immediately and confirm your account information to avoid service interruption.,phishing
"Hi James, I wanted to share the latest project update. We are on track for the December 20 delivery milestone. Great work everyone!",ham
"Dear valued customer, your PayPal account has been limited due to suspicious activity. Please confirm your billing information by clicking the link below. You must provide your credit card number and social security number to restore full access.",phishing
"Hello Priya, the server maintenance window is scheduled for Tuesday at 4:00 PM. Expect downtime of approximately 2 hours. Plan accordingly.",ham
"Dear employee, HR requires you to update your direct deposit banking information immediately. Please click the secure link below and enter your bank account number and routing number by end of business day to ensure your payroll is not disrupted.",phishing
"Dear Dropbox user, your account storage is 99 percent full and your account will be suspended. Upgrade now for free by verifying your account credentials. Click here and enter your login and credit card information to claim free storage.",phishing
"Dear Apple Premium subscriber, your payment of $1004 has failed. To avoid losing your premium benefits please click here and update your payment method by entering your new credit card number and billing address.",phishing
"Dear team, please note the office will be closed on Monday for the public holiday. Enjoy the long weekend everyone!",ham
"Dear James, congratulations on completing 5 years with our company! Your loyalty award certificate is attached. Thank you for your dedication.",ham
Double your Bitcoin investment in 24 hours! Guaranteed returns of 200 percent. Our AI trading bot has never lost. Invest $373 and get $6710 back!,spam
